entity_id,pathway,event,event_type,time,resource_id,run
4,Non-Trauma,MINORS_registration_begins,resource_use,37.914163787021344,2.0,0
3,Non-Trauma,MINORS_registration_complete,resource_use_end,42.35950413148764,1.0,0
3,Non-Trauma,MINORS_examination_wait_begins,queue,42.35950413148764,,0
3,Non-Trauma,MINORS_examination_begins,resource_use,42.35950413148764,3.0,0
4,Non-Trauma,MINORS_registration_complete,resource_use_end,45.938324954182036,2.0,0
4,Non-Trauma,MINORS_examination_wait_begins,queue,45.938324954182036,,0
4,Non-Trauma,MINORS_examination_begins,resource_use,45.938324954182036,1.0,0
2,Non-Trauma,MINORS_treatment_complete,resource_use_end,46.278797285284014,1.0,0
2,Shared,depart,arrival_departure,46.278797285284014,,0
5,Shared,arrival,arrival_departure,51.77045886804923,,0
5,Non-Trauma,triage_wait_begins,queue,51.77045886804923,,0
5,Non-Trauma,triage_begins,resource_use,51.77045886804923,1.0,0
5,Non-Trauma,triage_complete,resource_use_end,55.07251610388352,1.0,0
5,Non-Trauma,MINORS_registration_wait_begins,queue,55.07251610388352,,0
5,Non-Trauma,MINORS_registration_begins,resource_use,55.07251610388352,1.0,0
3,Non-Trauma,MINORS_examination_complete,resource_use_end,59.468748700373325,3.0,0
3,Non-Trauma,requires_treatment,attribute_assigned,59.468748700373325,,0
3,Non-Trauma,MINORS_treatment_wait_begins,queue,59.468748700373325,,0
3,Non-Trauma,MINORS_treatment_begins,resource_use,59.468748700373325,2.0,0
4,Non-Trauma,MINORS_examination_complete,resource_use_end,62.12001728681103,1.0,0
4,Non-Trauma,requires_treatment,attribute_assigned,62.12001728681103,,0
4,Non-Trauma,MINORS_treatment_wait_begins,queue,62.12001728681103,,0
4,Non-Trauma,MINORS_treatment_begins,resource_use,62.12001728681103,3.0,0
5,Non-Trauma,MINORS_registration_complete,resource_use_end,62.24383354594276,1.0,0
5,Non-Trauma,MINORS_examination_wait_begins,queue,62.24383354594276,,0
5,Non-Trauma,MINORS_examination_begins,resource_use,62.24383354594276,2.0,0
3,Non-Trauma,MINORS_treatment_complete,resource_use_end,72.51022853711996,2.0,0
3,Shared,depart,arrival_departure,72.51022853711996,,0
4,Non-Trauma,MINORS_treatment_complete,resource_use_end,76.27474288267625,3.0,0
4,Shared,depart,arrival_departure,76.27474288267625,,0
5,Non-Trauma,MINORS_examination_complete,resource_use_end,77.31602697556914,2.0,0
5,Shared,depart,arrival_departure,77.31602697556914,,0
6,Shared,arrival,arrival_departure,113.76719976803926,,0
6,Trauma,triage_wait_begins,queue,113.76719976803926,,0
6,Trauma,triage_begins,resource_use,113.76719976803926,2.0,0
7,Shared,arrival,arrival_departure,123.0447557827049,,0
7,Non-Trauma,triage_wait_begins,queue,123.0447557827049,,0
7,Non-Trauma,triage_begins,resource_use,123.0447557827049,1.0,0
6,Trauma,triage_complete,resource_use_end,123.54684237598957,2.0,0
6,Trauma,TRAUMA_stabilisation_wait_begins,queue,123.54684237598957,,0
6,Trauma,TRAUMA_stabilisation_begins,resource_use,123.54684237598957,1.0,0
8,Shared,arrival,arrival_departure,124.73546853849781,,0
8,Non-Trauma,triage_wait_begins,queue,124.73546853849781,,0
8,Non-Trauma,triage_begins,resource_use,124.73546853849781,2.0,0
9,Shared,arrival,arrival_departure,125.30202836508691,,0
9,Non-Trauma,triage_wait_begins,queue,125.30202836508691,,0
7,Non-Trauma,triage_complete,resource_use_end,127.08625349870829,1.0,0
7,Non-Trauma,MINORS_registration_wait_begins,queue,127.08625349870829,,0
7,Non-Trauma,MINORS_registration_begins,resource_use,127.08625349870829,2.0,0
9,Non-Trauma,triage_begins,resource_use,127.08625349870829,1.0,0
8,Non-Trauma,triage_complete,resource_use_end,129.26727668545016,2.0,0
8,Non-Trauma,MINORS_registration_wait_begins,queue,129.26727668545016,,0
8,Non-Trauma,MINORS_registration_begins,resource_use,129.26727668545016,1.0,0
10,Shared,arrival,arrival_departure,129.46890238321404,,0
10,Trauma,triage_wait_begins,queue,129.46890238321404,,0
10,Trauma,triage_begins,resource_use,129.46890238321404,2.0,0
7,Non-Trauma,MINORS_registration_complete,resource_use_end,135.47999344285566,2.0,0
7,Non-Trauma,MINORS_examination_wait_begins,queue,135.47999344285566,,0
7,Non-Trauma,MINORS_examination_begins,resource_use,135.47999344285566,3.0,0
11,Shared,arrival,arrival_departure,137.41691008252062,,0
11,Non-Trauma,triage_wait_begins,queue,137.41691008252062,,0
8,Non-Trauma,MINORS_registration_complete,resource_use_end,139.16991755380516,1.0,0
8,Non-Trauma,MINORS_examination_wait_begins,queue,139.16991755380516,,0
8,Non-Trauma,MINORS_examination_begins,resource_use,139.16991755380516,1.0,0
9,Non-Trauma,triage_complete,resource_use_end,143.98696937316265,1.0,0
9,Non-Trauma,MINORS_registration_wait_begins,queue,143.98696937316265,,0
9,Non-Trauma,MINORS_registration_begins,resource_use,143.98696937316265,2.0,0
11,Non-Trauma,triage_begins,resource_use,143.98696937316265,1.0,0
7,Non-Trauma,MINORS_examination_complete,resource_use_end,152.10629444972454,3.0,0
7,Shared,depart,arrival_departure,152.10629444972454,,0
9,Non-Trauma,MINORS_registration_complete,resource_use_end,153.28861428992263,2.0,0
9,Non-Trauma,MINORS_examination_wait_begins,queue,153.28861428992263,,0
9,Non-Trauma,MINORS_examination_begins,resource_use,153.28861428992263,2.0,0
8,Non-Trauma,MINORS_examination_complete,resource_use_end,157.42851188504267,1.0,0
8,Shared,depart,arrival_departure,157.42851188504267,,0
11,Non-Trauma,triage_complete,resource_use_end,163.7055389205251,1.0,0
11,Non-Trauma,MINORS_registration_wait_begins,queue,163.7055389205251,,0
11,Non-Trauma,MINORS_registration_begins,resource_use,163.7055389205251,1.0,0
10,Trauma,triage_complete,resource_use_end,165.81542086586947,2.0,0
10,Trauma,TRAUMA_stabilisation_wait_begins,queue,165.81542086586947,,0
10,Trauma,TRAUMA_stabilisation_begins,resource_use,165.81542086586947,2.0,0
11,Non-Trauma,MINORS_registration_complete,resource_use_end,170.66851872663273,1.0,0
11,Non-Trauma,MINORS_examination_wait_begins,queue,170.66851872663273,,0
11,Non-Trauma,MINORS_examination_begins,resource_use,170.66851872663273,3.0,0
9,Non-Trauma,MINORS_examination_complete,resource_use_end,170.92900663694374,2.0,0
9,Shared,depart,arrival_departure,170.92900663694374,,0
12,Shared,arrival,arrival_departure,182.06647954095305,,0
12,Non-Trauma,triage_wait_begins,queue,182.06647954095305,,0
12,Non-Trauma,triage_begins,resource_use,182.06647954095305,1.0,0
12,Non-Trauma,triage_complete,resource_use_end,182.074206042962,1.0,0
12,Non-Trauma,MINORS_registration_wait_begins,queue,182.074206042962,,0
12,Non-Trauma,MINORS_registration_begins,resource_use,182.074206042962,2.0,0
6,Trauma,TRAUMA_stabilisation_complete,resource_use_end,184.74071373319143,1.0,0
6,Trauma,TRAUMA_treatment_wait_begins,queue,184.74071373319143,,0
6,Trauma,TRAUMA_treatment_begins,resource_use,184.74071373319143,1.0,0
11,Non-Trauma,MINORS_examination_complete,resource_use_end,185.44961354313855,3.0,0
11,Non-Trauma,requires_treatment,attribute_assigned,185.44961354313855,,0
11,Non-Trauma,MINORS_treatment_wait_begins,queue,185.44961354313855,,0
11,Non-Trauma,MINORS_treatment_begins,resource_use,185.44961354313855,4.0,0
6,Trauma,TRAUMA_treatment_complete,resource_use_end,186.5233133662064,1.0,0
6,Shared,depart,arrival_departure,186.5233133662064,,0
12,Non-Trauma,MINORS_registration_complete,resource_use_end,188.38383798336997,2.0,0
12,Non-Trauma,MINORS_examination_wait_begins,queue,188.38383798336997,,0
12,Non-Trauma,MINORS_examination_begins,resource_use,188.38383798336997,1.0,0
13,Shared,arrival,arrival_departure,198.63376990774935,,0
13,Non-Trauma,triage_wait_begins,queue,198.63376990774935,,0
13,Non-Trauma,triage_begins,resource_use,198.63376990774935,2.0,0
11,Non-Trauma,MINORS_treatment_complete,resource_use_end,198.82298346930625,4.0,0
11,Shared,depart,arrival_departure,198.82298346930625,,0
12,Non-Trauma,MINORS_examination_complete,resource_use_end,202.19206370252965,1.0,0
12,Shared,depart,arrival_departure,202.19206370252965,,0
13,Non-Trauma,triage_complete,resource_use_end,212.2483378933508,2.0,0
13,Non-Trauma,MINORS_registration_wait_begins,queue,212.2483378933508,,0
13,Non-Trauma,MINORS_registration_begins,resource_use,212.2483378933508,1.0,0
13,Non-Trauma,MINORS_registration_complete,resource_use_end,219.31029219098582,1.0,0
13,Non-Trauma,MINORS_examination_wait_begins,queue,219.31029219098582,,0
13,Non-Trauma,MINORS_examination_begins,resource_use,219.31029219098582,2.0,0
14,Shared,arrival,arrival_departure,219.47766530233991,,0
14,Non-Trauma,triage_wait_begins,queue,219.47766530233991,,0
14,Non-Trauma,triage_begins,resource_use,219.47766530233991,1.0,0
14,Non-Trauma,triage_complete,resource_use_end,219.91265141185926,1.0,0
14,Non-Trauma,MINORS_registration_wait_begins,queue,219.91265141185926,,0
14,Non-Trauma,MINORS_registration_begins,resource_use,219.91265141185926,2.0,0
14,Non-Trauma,MINORS_registration_complete,resource_use_end,227.8478236086261,2.0,0
14,Non-Trauma,MINORS_examination_wait_begins,queue,227.8478236086261,,0
14,Non-Trauma,MINORS_examination_begins,resource_use,227.8478236086261,3.0,0
15,Shared,arrival,arrival_departure,229.51178675304607,,0
15,Non-Trauma,triage_wait_begins,queue,229.51178675304607,,0
15,Non-Trauma,triage_begins,resource_use,229.51178675304607,2.0,0
16,Shared,arrival,arrival_departure,232.96407989241453,,0
16,Non-Trauma,triage_wait_begins,queue,232.96407989241453,,0
16,Non-Trauma,triage_begins,resource_use,232.96407989241453,1.0,0
13,Non-Trauma,MINORS_examination_complete,resource_use_end,234.23074915481095,2.0,0
13,Shared,depart,arrival_departure,234.23074915481095,,0
15,Non-Trauma,triage_complete,resource_use_end,235.92818856604998,2.0,0
15,Non-Trauma,MINORS_registration_wait_begins,queue,235.92818856604998,,0
15,Non-Trauma,MINORS_registration_begins,resource_use,235.92818856604998,1.0,0
16,Non-Trauma,triage_complete,resource_use_end,238.05767806968174,1.0,0
16,Non-Trauma,MINORS_registration_wait_begins,queue,238.05767806968174,,0
16,Non-Trauma,MINORS_registration_begins,resource_use,238.05767806968174,2.0,0
15,Non-Trauma,MINORS_registration_complete,resource_use_end,241.16756371538676,1.0,0
15,Non-Trauma,MINORS_examination_wait_begins,queue,241.16756371538676,,0
15,Non-Trauma,MINORS_examination_begins,resource_use,241.16756371538676,1.0,0
14,Non-Trauma,MINORS_examination_complete,resource_use_end,243.91940230452806,3.0,0
14,Non-Trauma,requires_treatment,attribute_assigned,243.91940230452806,,0
14,Non-Trauma,MINORS_treatment_wait_begins,queue,243.91940230452806,,0
14,Non-Trauma,MINORS_treatment_begins,resource_use,243.91940230452806,1.0,0
17,Shared,arrival,arrival_departure,244.6737340036533,,0
17,Non-Trauma,triage_wait_begins,queue,244.6737340036533,,0
17,Non-Trauma,triage_begins,resource_use,244.6737340036533,2.0,0
16,Non-Trauma,MINORS_registration_complete,resource_use_end,245.63890917586997,2.0,0
16,Non-Trauma,MINORS_examination_wait_begins,queue,245.63890917586997,,0
16,Non-Trauma,MINORS_examination_begins,resource_use,245.63890917586997,2.0,0
18,Shared,arrival,arrival_departure,249.1438271658005,,0
18,Non-Trauma,triage_wait_begins,queue,249.1438271658005,,0
18,Non-Trauma,triage_begins,resource_use,249.1438271658005,1.0,0
18,Non-Trauma,triage_complete,resource_use_end,251.26788741896002,1.0,0
18,Non-Trauma,MINORS_registration_wait_begins,queue,251.26788741896002,,0
18,Non-Trauma,MINORS_registration_begins,resource_use,251.26788741896002,1.0,0
19,Shared,arrival,arrival_departure,251.4489224353109,,0
19,Non-Trauma,triage_wait_begins,queue,251.4489224353109,,0
19,Non-Trauma,triage_begins,resource_use,251.4489224353109,1.0,0
15,Non-Trauma,MINORS_examination_complete,resource_use_end,253.14049228455107,1.0,0
15,Shared,depart,arrival_departure,253.14049228455107,,0
19,Non-Trauma,triage_complete,resource_use_end,253.29158927308097,1.0,0
19,Non-Trauma,MINORS_registration_wait_begins,queue,253.29158927308097,,0
19,Non-Trauma,MINORS_registration_begins,resource_use,253.29158927308097,2.0,0
14,Non-Trauma,MINORS_treatment_complete,resource_use_end,256.4145930839697,1.0,0
14,Shared,depart,arrival_departure,256.4145930839697,,0
20,Shared,arrival,arrival_departure,256.5991892839562,,0
20,Non-Trauma,triage_wait_begins,queue,256.5991892839562,,0
20,Non-Trauma,triage_begins,resource_use,256.5991892839562,1.0,0
10,Trauma,TRAUMA_stabilisation_complete,resource_use_end,257.5791599977973,2.0,0
10,Trauma,TRAUMA_treatment_wait_begins,queue,257.5791599977973,,0
10,Trauma,TRAUMA_treatment_begins,resource_use,257.5791599977973,2.0,0
18,Non-Trauma,MINORS_registration_complete,resource_use_end,257.5991511170028,1.0,0
18,Non-Trauma,MINORS_examination_wait_begins,queue,257.5991511170028,,0
18,Non-Trauma,MINORS_examination_begins,resource_use,257.5991511170028,3.0,0
10,Trauma,TRAUMA_treatment_complete,resource_use_end,257.78339939910785,2.0,0
10,Shared,depart,arrival_departure,257.78339939910785,,0
21,Shared,arrival,arrival_departure,257.82338626783684,,0
21,Non-Trauma,triage_wait_begins,queue,257.82338626783684,,0
22,Shared,arrival,arrival_departure,259.04832785746714,,0
22,Non-Trauma,triage_wait_begins,queue,259.04832785746714,,0
23,Shared,arrival,arrival_departure,259.6315789443934,,0
23,Non-Trauma,triage_wait_begins,queue,259.6315789443934,,0
19,Non-Trauma,MINORS_registration_complete,resource_use_end,260.21980600047334,2.0,0
19,Non-Trauma,MINORS_examination_wait_begins,queue,260.21980600047334,,0
19,Non-Trauma,MINORS_examination_begins,resource_use,260.21980600047334,1.0,0
16,Non-Trauma,MINORS_examination_complete,resource_use_end,261.2599508976663,2.0,0
16,Non-Trauma,requires_treatment,attribute_assigned,261.2599508976663,,0
16,Non-Trauma,MINORS_treatment_wait_begins,queue,261.2599508976663,,0
16,Non-Trauma,MINORS_treatment_begins,resource_use,261.2599508976663,2.0,0
17,Non-Trauma,triage_complete,resource_use_end,263.57318592008426,2.0,0
17,Non-Trauma,MINORS_registration_wait_begins,queue,263.57318592008426,,0
17,Non-Trauma,MINORS_registration_begins,resource_use,263.57318592008426,1.0,0
21,Non-Trauma,triage_begins,resource_use,263.57318592008426,2.0,0
21,Non-Trauma,triage_complete,resource_use_end,263.79521111279837,2.0,0
21,Non-Trauma,MINORS_registration_wait_begins,queue,263.79521111279837,,0
21,Non-Trauma,MINORS_registration_begins,resource_use,263.79521111279837,2.0,0
22,Non-Trauma,triage_begins,resource_use,263.79521111279837,2.0,0
22,Non-Trauma,triage_complete,resource_use_end,264.6071959861016,2.0,0
22,Non-Trauma,MINORS_registration_wait_begins,queue,264.6071959861016,,0
23,Non-Trauma,triage_begins,resource_use,264.6071959861016,2.0,0
20,Non-Trauma,triage_complete,resource_use_end,265.55250576271237,1.0,0
20,Non-Trauma,MINORS_registration_wait_begins,queue,265.55250576271237,,0
24,Shared,arrival,arrival_departure,267.61456747266897,,0
24,Non-Trauma,triage_wait_begins,queue,267.61456747266897,,0
24,Non-Trauma,triage_begins,resource_use,267.61456747266897,1.0,0
25,Shared,arrival,arrival_departure,269.1174563455687,,0
25,Non-Trauma,triage_wait_begins,queue,269.1174563455687,,0
17,Non-Trauma,MINORS_registration_complete,resource_use_end,270.73370592512634,1.0,0
17,Non-Trauma,MINORS_examination_wait_begins,queue,270.73370592512634,,0
17,Non-Trauma,MINORS_examination_begins,resource_use,270.73370592512634,2.0,0
22,Non-Trauma,MINORS_registration_begins,resource_use,270.73370592512634,1.0,0
23,Non-Trauma,triage_complete,resource_use_end,270.78838462601624,2.0,0
23,Non-Trauma,MINORS_registration_wait_begins,queue,270.78838462601624,,0
25,Non-Trauma,triage_begins,resource_use,270.78838462601624,2.0,0
21,Non-Trauma,MINORS_registration_complete,resource_use_end,271.2478695480071,2.0,0
21,Non-Trauma,MINORS_examination_wait_begins,queue,271.2478695480071,,0
20,Non-Trauma,MINORS_registration_begins,resource_use,271.2478695480071,2.0,0
18,Non-Trauma,MINORS_examination_complete,resource_use_end,271.4411700546542,3.0,0
18,Shared,depart,arrival_departure,271.4411700546542,,0
21,Non-Trauma,MINORS_examination_begins,resource_use,271.4411700546542,3.0,0
24,Non-Trauma,triage_complete,resource_use_end,272.26185678050814,1.0,0
24,Non-Trauma,MINORS_registration_wait_begins,queue,272.26185678050814,,0
26,Shared,arrival,arrival_departure,273.9919183500647,,0
26,Non-Trauma,triage_wait_begins,queue,273.9919183500647,,0
26,Non-Trauma,triage_begins,resource_use,273.9919183500647,1.0,0
27,Shared,arrival,arrival_departure,274.5389889521867,,0
27,Trauma,triage_wait_begins,queue,274.5389889521867,,0
19,Non-Trauma,MINORS_examination_complete,resource_use_end,274.9514817374029,1.0,0
19,Non-Trauma,requires_treatment,attribute_assigned,274.9514817374029,,0
19,Non-Trauma,MINORS_treatment_wait_begins,queue,274.9514817374029,,0
19,Non-Trauma,MINORS_treatment_begins,resource_use,274.9514817374029,3.0,0
16,Non-Trauma,MINORS_treatment_complete,resource_use_end,275.00231833295663,2.0,0
16,Shared,depart,arrival_departure,275.00231833295663,,0
28,Shared,arrival,arrival_departure,275.3643057042767,,0
28,Trauma,triage_wait_begins,queue,275.3643057042767,,0
26,Non-Trauma,triage_complete,resource_use_end,276.4739388650729,1.0,0
26,Non-Trauma,MINORS_registration_wait_begins,queue,276.4739388650729,,0
27,Trauma,triage_begins,resource_use,276.4739388650729,1.0,0
27,Trauma,triage_complete,resource_use_end,279.1632034451617,1.0,0
27,Trauma,TRAUMA_stabilisation_wait_begins,queue,279.1632034451617,,0
27,Trauma,TRAUMA_stabilisation_begins,resource_use,279.1632034451617,3.0,0
28,Trauma,triage_begins,resource_use,279.1632034451617,1.0,0
22,Non-Trauma,MINORS_registration_complete,resource_use_end,279.20144325455374,1.0,0
22,Non-Trauma,MINORS_examination_wait_begins,queue,279.20144325455374,,0
22,Non-Trauma,MINORS_examination_begins,resource_use,279.20144325455374,1.0,0
23,Non-Trauma,MINORS_registration_begins,resource_use,279.20144325455374,1.0,0
20,Non-Trauma,MINORS_registration_complete,resource_use_end,280.7065403800011,2.0,0
20,Non-Trauma,MINORS_examination_wait_begins,queue,280.7065403800011,,0
24,Non-Trauma,MINORS_registration_begins,resource_use,280.7065403800011,2.0,0
25,Non-Trauma,triage_complete,resource_use_end,281.2144556862602,2.0,0
25,Non-Trauma,MINORS_registration_wait_begins,queue,281.2144556862602,,0
17,Non-Trauma,MINORS_examination_complete,resource_use_end,285.7910217143417,2.0,0
17,Shared,depart,arrival_departure,285.7910217143417,,0
20,Non-Trauma,MINORS_examination_begins,resource_use,285.7910217143417,2.0,0
21,Non-Trauma,MINORS_examination_complete,resource_use_end,286.89332211338086,3.0,0
21,Non-Trauma,requires_treatment,attribute_assigned,286.89332211338086,,0
21,Non-Trauma,MINORS_treatment_wait_begins,queue,286.89332211338086,,0
21,Non-Trauma,MINORS_treatment_begins,resource_use,286.89332211338086,4.0,0
23,Non-Trauma,MINORS_registration_complete,resource_use_end,286.903661347928,1.0,0
23,Non-Trauma,MINORS_examination_wait_begins,queue,286.903661347928,,0
23,Non-Trauma,MINORS_examination_begins,resource_use,286.903661347928,3.0,0
26,Non-Trauma,MINORS_registration_begins,resource_use,286.903661347928,1.0,0
29,Shared,arrival,arrival_departure,287.78727479655697,,0
29,Non-Trauma,triage_wait_begins,queue,287.78727479655697,,0
29,Non-Trauma,triage_begins,resource_use,287.78727479655697,2.0,0
30,Shared,arrival,arrival_departure,288.8531860064615,,0
30,Non-Trauma,triage_wait_begins,queue,288.8531860064615,,0
19,Non-Trauma,MINORS_treatment_complete,resource_use_end,290.13802479415256,3.0,0
19,Shared,depart,arrival_departure,290.13802479415256,,0
28,Trauma,triage_complete,resource_use_end,290.27575756304344,1.0,0
28,Trauma,TRAUMA_stabilisation_wait_begins,queue,290.27575756304344,,0
28,Trauma,TRAUMA_stabilisation_begins,resource_use,290.27575756304344,4.0,0
30,Non-Trauma,triage_begins,resource_use,290.27575756304344,1.0,0
24,Non-Trauma,MINORS_registration_complete,resource_use_end,290.7182835183011,2.0,0
24,Non-Trauma,MINORS_examination_wait_begins,queue,290.7182835183011,,0
25,Non-Trauma,MINORS_registration_begins,resource_use,290.7182835183011,2.0,0
30,Non-Trauma,triage_complete,resource_use_end,292.216513204347,1.0,0
30,Non-Trauma,MINORS_registration_wait_begins,queue,292.216513204347,,0
26,Non-Trauma,MINORS_registration_complete,resource_use_end,293.913875459775,1.0,0
26,Non-Trauma,MINORS_examination_wait_begins,queue,293.913875459775,,0
30,Non-Trauma,MINORS_registration_begins,resource_use,293.913875459775,1.0,0
31,Shared,arrival,arrival_departure,295.64299603606474,,0
31,Non-Trauma,triage_wait_begins,queue,295.64299603606474,,0
31,Non-Trauma,triage_begins,resource_use,295.64299603606474,1.0,0
22,Non-Trauma,MINORS_examination_complete,resource_use_end,295.91440825750055,1.0,0
22,Non-Trauma,requires_treatment,attribute_assigned,295.91440825750055,,0
22,Non-Trauma,MINORS_treatment_wait_begins,queue,295.91440825750055,,0
22,Non-Trauma,MINORS_treatment_begins,resource_use,295.91440825750055,1.0,0
24,Non-Trauma,MINORS_examination_begins,resource_use,295.91440825750055,1.0,0
31,Non-Trauma,triage_complete,resource_use_end,296.9075645613345,1.0,0
31,Non-Trauma,MINORS_registration_wait_begins,queue,296.9075645613345,,0
29,Non-Trauma,triage_complete,resource_use_end,298.13855645729507,2.0,0
29,Non-Trauma,MINORS_registration_wait_begins,queue,298.13855645729507,,0
25,Non-Trauma,MINORS_registration_complete,resource_use_end,299.0971872817385,2.0,0
25,Non-Trauma,MINORS_examination_wait_begins,queue,299.0971872817385,,0
31,Non-Trauma,MINORS_registration_begins,resource_use,299.0971872817385,2.0,0
21,Non-Trauma,MINORS_treatment_complete,resource_use_end,301.5158664243163,4.0,0
21,Shared,depart,arrival_departure,301.5158664243163,,0
23,Non-Trauma,MINORS_examination_complete,resource_use_end,302.6810327811752,3.0,0
23,Non-Trauma,requires_treatment,attribute_assigned,302.6810327811752,,0
23,Non-Trauma,MINORS_treatment_wait_begins,queue,302.6810327811752,,0
23,Non-Trauma,MINORS_treatment_begins,resource_use,302.6810327811752,2.0,0
26,Non-Trauma,MINORS_examination_begins,resource_use,302.6810327811752,3.0,0
30,Non-Trauma,MINORS_registration_complete,resource_use_end,303.1446329955197,1.0,0
30,Non-Trauma,MINORS_examination_wait_begins,queue,303.1446329955197,,0
29,Non-Trauma,MINORS_registration_begins,resource_use,303.1446329955197,1.0,0
20,Non-Trauma,MINORS_examination_complete,resource_use_end,303.59670783778625,2.0,0
20,Non-Trauma,requires_treatment,attribute_assigned,303.59670783778625,,0
20,Non-Trauma,MINORS_treatment_wait_begins,queue,303.59670783778625,,0
20,Non-Trauma,MINORS_treatment_begins,resource_use,303.59670783778625,3.0,0
25,Non-Trauma,MINORS_examination_begins,resource_use,303.59670783778625,2.0,0
32,Shared,arrival,arrival_departure,305.93223017530204,,0
32,Non-Trauma,triage_wait_begins,queue,305.93223017530204,,0
32,Non-Trauma,triage_begins,resource_use,305.93223017530204,1.0,0
33,Shared,arrival,arrival_departure,306.01218331279665,,0
33,Non-Trauma,triage_wait_begins,queue,306.01218331279665,,0
33,Non-Trauma,triage_begins,resource_use,306.01218331279665,2.0,0
31,Non-Trauma,MINORS_registration_complete,resource_use_end,307.10603752720414,2.0,0
31,Non-Trauma,MINORS_examination_wait_begins,queue,307.10603752720414,,0
22,Non-Trauma,MINORS_treatment_complete,resource_use_end,308.18890023170235,1.0,0
22,Shared,depart,arrival_departure,308.18890023170235,,0
34,Shared,arrival,arrival_departure,308.8216810481193,,0
34,Non-Trauma,triage_wait_begins,queue,308.8216810481193,,0
33,Non-Trauma,triage_complete,resource_use_end,309.242128532419,2.0,0
33,Non-Trauma,MINORS_registration_wait_begins,queue,309.242128532419,,0
33,Non-Trauma,MINORS_registration_begins,resource_use,309.242128532419,2.0,0
34,Non-Trauma,triage_begins,resource_use,309.242128532419,2.0,0
29,Non-Trauma,MINORS_registration_complete,resource_use_end,310.0592126184222,1.0,0
29,Non-Trauma,MINORS_examination_wait_begins,queue,310.0592126184222,,0
35,Shared,arrival,arrival_departure,310.59180196017525,,0
35,Non-Trauma,triage_wait_begins,queue,310.59180196017525,,0
32,Non-Trauma,triage_complete,resource_use_end,313.2719939339159,1.0,0
32,Non-Trauma,MINORS_registration_wait_begins,queue,313.2719939339159,,0
32,Non-Trauma,MINORS_registration_begins,resource_use,313.2719939339159,1.0,0
35,Non-Trauma,triage_begins,resource_use,313.2719939339159,1.0,0
23,Non-Trauma,MINORS_treatment_complete,resource_use_end,314.2458321218009,2.0,0
23,Shared,depart,arrival_departure,314.2458321218009,,0
24,Non-Trauma,MINORS_examination_complete,resource_use_end,314.28119241517953,1.0,0
24,Non-Trauma,requires_treatment,attribute_assigned,314.28119241517953,,0
24,Non-Trauma,MINORS_treatment_wait_begins,queue,314.28119241517953,,0
24,Non-Trauma,MINORS_treatment_begins,resource_use,314.28119241517953,4.0,0
